[2025-05-27 15:17:27,976] INFO in utils: Loading model...
[2025-05-27 15:34:22,384] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,419] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,437] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,465] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,475] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,499] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,507] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,568] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,604] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,642] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,665] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/js/threejs.js HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,753] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:34:22,896] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:22] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:34:25,581] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:34:25] "GET /api/models/9 HTTP/1.1" 200 -
[2025-05-27 15:35:05,541] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:35:05,541] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:05] "GET / HTTP/1.1" 200 -
[2025-05-27 15:35:07,421] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:35:07,437] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:07] "GET /?id=dcae0c7f-0f4f-4aa1-9291-58c38cc7580b&vscodeBrowserReqId=1748340307375 HTTP/1.1" 200 -
[2025-05-27 15:35:09,660] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,662] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,664] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,664] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,678] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,733] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,736] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,745] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,749] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,766] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,768] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,802] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/js/threejs.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,802] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:09,878] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:09] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:35:24,222] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2025-05-27 15:35:24,368] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,368] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,368] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,415] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,432] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,455] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,465] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,476] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,477] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,494] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,550] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,586] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/js/threejs.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,606] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,828] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "[36mGET /static/icons/icon.png HTTP/1.1[0m" 304 -
[2025-05-27 15:35:24,862] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:24] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:35:33,812] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:35:33] "GET /api/models/9 HTTP/1.1" 200 -
[2025-05-27 15:39:17,757] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:39:17,760] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "GET /?id=dcae0c7f-0f4f-4aa1-9291-58c38cc7580b&vscodeBrowserReqId=1748340557743 HTTP/1.1" 200 -
[2025-05-27 15:39:17,911] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,911] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,940] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,953] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,964] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,978] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,988] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:17,993] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:17] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:18,009] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:18,021] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:18,031] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:18,056] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "GET /static/js/threejs.js HTTP/1.1" 200 -
[2025-05-27 15:39:18,057] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:18,776] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:18] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:39:20,239] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:20] "GET /api/models/5 HTTP/1.1" 200 -
[2025-05-27 15:39:33,958] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:39:33,991] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:33] "GET /?id=dcae0c7f-0f4f-4aa1-9291-58c38cc7580b&vscodeBrowserReqId=1748340573679 HTTP/1.1" 200 -
[2025-05-27 15:39:34,198] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,200] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,202] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,220] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,222] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,235] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,243] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,267] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,268] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,270] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,305] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,311] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "GET /static/js/threejs.js HTTP/1.1" 200 -
[2025-05-27 15:39:34,333] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:39:34,434] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:34] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:39:35,492] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:39:35] "GET /api/models/5 HTTP/1.1" 200 -
[2025-05-27 15:40:25,268] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:40:25,276] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "GET / HTTP/1.1" 200 -
[2025-05-27 15:40:25,451] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2025-05-27 15:40:25,689] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,706] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,723] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,735] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,776] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,846] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,899] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,927] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,940] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:25,963] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:25] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:26,008] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:26] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:26,100] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:26] "GET /static/js/threejs.js HTTP/1.1" 200 -
[2025-05-27 15:40:26,101] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:26] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:26,538] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:26] "[36mGET /static/icons/icon.png HTTP/1.1[0m" 304 -
[2025-05-27 15:40:26,538] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:26] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:40:29,356] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:29] "GET /api/models/7 HTTP/1.1" 200 -
[2025-05-27 15:40:47,783] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:40:47,794] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:47] "GET / HTTP/1.1" 200 -
[2025-05-27 15:40:48,209] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2025-05-27 15:40:48,267] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,297] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,322] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,358] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,407] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,430] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,459] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,473] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,500] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,505] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,543] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,646] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/js/threejs.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,647] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:48,975] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:48] "[36mGET /static/icons/icon.png HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,046] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:40:49,703] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:40:49,736] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "GET /?id=dcae0c7f-0f4f-4aa1-9291-58c38cc7580b&vscodeBrowserReqId=1748340649392 HTTP/1.1" 200 -
[2025-05-27 15:40:49,822] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,823] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,833] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,845] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,858] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,863] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,883] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/model_preview_nav_bar.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,891] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/notification.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,903] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/css/model_gallery.css HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,907] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,923] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/js/theme.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,923] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/js/threejs.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:49,944] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:49] "[36mGET /static/js/utils.js HTTP/1.1[0m" 304 -
[2025-05-27 15:40:50,024] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:40:50] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:42:36,880] INFO in main: ------------------starting upload route----------------------
[2025-05-27 15:42:36,932] INFO in main: Received files: ['cube_angle_021.png', 'cube_angle_022.png', 'cube_angle_023.png']
[2025-05-27 15:42:36,932] INFO in utils: --------------------------- starting process images ---------------------------
[2025-05-27 15:42:36,932] INFO in utils: IMG_SIZE: (224, 224)
[2025-05-27 15:42:36,969] INFO in utils: CROP_SIZE: (128, 128)
[2025-05-27 15:42:36,969] INFO in utils: RANDOM_BG_COLOR_RANGE: [[240, 240], [240, 240], [240, 240]]
[2025-05-27 15:42:36,978] INFO in utils: MEAN: [0.5, 0.5, 0.5]
[2025-05-27 15:42:36,983] INFO in utils: STD: [0.5, 0.5, 0.5]
[2025-05-27 15:42:36,986] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:42:36,988] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:42:37,082] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:42:37,082] INFO in utils: Transformed images shape: torch.Size([3, 3, 224, 224])
[2025-05-27 15:42:37,105] INFO in utils: Tensor dtype: torch.float32
[2025-05-27 15:42:37,105] INFO in utils: Tensor min value: -0.8039215803146362
[2025-05-27 15:42:37,105] INFO in utils: Tensor max value: 0.7254902124404907
[2025-05-27 15:42:37,117] INFO in utils: length: 3
[2025-05-27 15:42:39,070] INFO in main: Processed images shape: torch.Size([1, 3, 3, 224, 224])
[2025-05-27 15:42:39,299] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:42:39.299890 Parameters in Encoder: 7772480.
[2025-05-27 15:42:39,300] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:42:39.300890 Parameters in Decoder: 71583064.
[2025-05-27 15:42:39,302] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:42:39.302891 Parameters in Merger: 8571.
[2025-05-27 15:42:39,303] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:42:39.303891 Parameters in Refiner: 34880352.
[2025-05-27 15:43:01,109] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:43:01] "POST /upload HTTP/1.1" 200 -
[2025-05-27 15:43:01,453] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:43:01] "POST /save-model HTTP/1.1" 200 -
[2025-05-27 15:43:01,539] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:43:01] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:43:37,977] INFO in main: ------------------starting upload route----------------------
[2025-05-27 15:43:37,977] INFO in main: Received files: ['cube_angle_021.png', 'cube_angle_022.png', 'cube_angle_023.png']
[2025-05-27 15:43:37,977] INFO in utils: --------------------------- starting process images ---------------------------
[2025-05-27 15:43:37,997] INFO in utils: IMG_SIZE: (224, 224)
[2025-05-27 15:43:37,999] INFO in utils: CROP_SIZE: (128, 128)
[2025-05-27 15:43:38,000] INFO in utils: RANDOM_BG_COLOR_RANGE: [[240, 240], [240, 240], [240, 240]]
[2025-05-27 15:43:38,003] INFO in utils: MEAN: [0.5, 0.5, 0.5]
[2025-05-27 15:43:38,004] INFO in utils: STD: [0.5, 0.5, 0.5]
[2025-05-27 15:43:38,016] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:43:38,018] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:43:38,020] INFO in utils: Image shape: (224, 224, 3)
[2025-05-27 15:43:38,034] INFO in utils: Transformed images shape: torch.Size([3, 3, 224, 224])
[2025-05-27 15:43:38,035] INFO in utils: Tensor dtype: torch.float32
[2025-05-27 15:43:38,036] INFO in utils: Tensor min value: -0.8039215803146362
[2025-05-27 15:43:38,044] INFO in utils: Tensor max value: 0.7254902124404907
[2025-05-27 15:43:38,048] INFO in utils: length: 3
[2025-05-27 15:43:40,243] INFO in main: Processed images shape: torch.Size([1, 3, 3, 224, 224])
[2025-05-27 15:43:40,547] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:43:40.547164 Parameters in Encoder: 7772480.
[2025-05-27 15:43:40,548] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:43:40.548162 Parameters in Decoder: 71583064.
[2025-05-27 15:43:40,549] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:43:40.549163 Parameters in Merger: 8571.
[2025-05-27 15:43:40,550] DEBUG in model_architecture: [DEBUG] 2025-05-27 15:43:40.550162 Parameters in Refiner: 34880352.
[2025-05-27 15:44:02,473] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:02] "POST /upload HTTP/1.1" 200 -
[2025-05-27 15:44:02,686] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:02] "POST /save-model HTTP/1.1" 200 -
[2025-05-27 15:44:02,773] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:02] "GET /api/models HTTP/1.1" 200 -
[2025-05-27 15:44:49,736] DEBUG in main: -----------------------initializing app----------------------
[2025-05-27 15:44:49,827] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:49] "GET /?id=dcae0c7f-0f4f-4aa1-9291-58c38cc7580b&vscodeBrowserReqId=1748340889666 HTTP/1.1" 200 -
[2025-05-27 15:44:50,172] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/index.css HTTP/1.1[0m" 304 -
[2025-05-27 15:44:50,226] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/upload_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:44:50,251] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/theme.css HTTP/1.1[0m" 304 -
[2025-05-27 15:44:50,306] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/footer.css HTTP/1.1[0m" 304 -
[2025-05-27 15:44:50,364] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/uploaded_files_area.css HTTP/1.1[0m" 304 -
[2025-05-27 15:44:50,410] INFO in _internal: 127.0.0.1 - - [27/May/2025 15:44:50] "[36mGET /static/css/model_container.css HTTP/1.1[0m" 304 -
